,match_id,team_name,player,kills,deaths,assists,kda_ratio
23368,eb136cd198b7cfd1,GMB,FORG1VEN,2,1,11,13
23369,eb136cd198b7cfd1,ROC,Jankos,0,3,4,1.3333333333
23370,eb136cd198b7cfd1,ROC,Steve,1,3,3,1.3333333333
23371,eb49e7c51611cb98,OMG,Gogoing,2,8,2,0.5
23372,eb49e7c51611cb98,OMG,Loveling,2,6,4,1
23373,eb49e7c51611cb98,OMG,cool,2,9,5,0.7777777778
23374,eb49e7c51611cb98,OMG,san,3,4,4,1.75
23375,eb49e7c51611cb98,SHR,Cola,4,1,19,23
23376,eb49e7c51611cb98,SHR,Uzi,11,1,10,21
23377,eb49e7c51611cb98,SHR,corn,7,1,16,23
23378,eb49e7c51611cb98,SHR,inSec,10,3,10,6.6666666667
23379,eb5c0bdb32c88756,ITZ,Revolta,3,0,9,12
23380,eb5c0bdb32c88756,ITZ,Yang,1,3,10,3.6666666667
23381,eb5c0bdb32c88756,ITZ,tockers,4,1,7,11
23382,eb5c0bdb32c88756,RED,Ayel,2,3,5,2.3333333333
23383,eb5c0bdb32c88756,RED,YoDa SL,0,5,5,1
23384,eb79747e9c1c232e,LGD,Acorn,2,1,3,5
23385,eb79747e9c1c232e,LGD,GODV,1,1,6,7
23386,eb79747e9c1c232e,LGD,Pyl,0,4,7,1.75
23387,eb79747e9c1c232e,LGD,imp,7,4,2,2.25
23388,eb79747e9c1c232e,OG,Amazing,3,3,9,4
23389,eb79747e9c1c232e,OG,Soaz,0,3,8,2.6666666667
23390,eb79747e9c1c232e,OG,xPeke,6,1,9,15
23391,eb950a09cb7a75f7,TPA,FoFo,1,2,1,1
23392,eb950a09cb7a75f7,TPA,REFRA1N,1,2,1,1
23393,eb950a09cb7a75f7,ahq,Mountain,1,0,3,4
23394,eb950a09cb7a75f7,ahq,Westdoor,3,1,2,5
23395,eb950a09cb7a75f7,ahq,Ziv,1,0,2,3
23396,eba285235e3902aa,MVP,ADD,1,6,3,0.6666666667
23397,eba285235e3902aa,MVP,Beyond,0,2,3,1.5
23398,eba285235e3902aa,SKT,Bang,4,3,4,2.6666666667
23399,eba285235e3902aa,SKT,Blank,2,0,5,7
23400,eba285235e3902aa,SKT,Duke,6,1,4,10
23401,eba285235e3902aa,SKT,Faker,1,0,7,8
23402,eba285235e3902aa,SKT,Wolf,0,1,9,9
23403,ebaaefb084a326e0,OPK,Goku,4,1,9,13
23404,ebaaefb084a326e0,OPK,Professor,1,1,11,12
23405,ebaaefb084a326e0,OPK,SkyBart,4,3,5,3
23406,ebaaefb084a326e0,OPK,Zuao,2,1,8,10
23407,ebaaefb084a326e0,RED,Ayel,1,5,3,0.8
23408,ebaaefb084a326e0,RED,Brucer,3,2,3,3
23409,ebaaefb084a326e0,RED,Caos,1,3,3,1.3333333333
23410,ebbea11fcb63467c,C9,Contractz,3,1,12,15
23411,ebbea11fcb63467c,C9,Impact,1,0,11,12
23412,ebbea11fcb63467c,C9,Sneaky,6,1,8,14
23413,ebbea11fcb63467c,P1,Arrow,1,1,1,2
23414,ebbea11fcb63467c,P1,zig,0,6,3,0.5
23415,ebd1abce2784f395,FNC,Broxah,1,3,8,3
23416,ebd1abce2784f395,FNC,Caps,6,2,6,6
23417,ebd1abce2784f395,FNC,sOAZ,0,2,8,4
23418,ebd1abce2784f395,UOL,Exileh,4,4,4,2
23419,ebd1abce2784f395,UOL,Samux,2,1,3,5
23420,ebd1abce2784f395,UOL,Vizicsacsi,1,3,2,1
23421,ebd1abce2784f395,UOL,Xerxe,2,3,4,2
23422,ebd82649fb9f6f0e,C9,Contractz,3,5,3,1.2
23423,ebd82649fb9f6f0e,C9,Ray,1,3,4,1.6666666667
23424,ebd82649fb9f6f0e,C9,Sneaky,1,3,4,1.6666666667
23425,ebd82649fb9f6f0e,DIG,Chaser,5,3,6,3.6666666667
23426,ebd82649fb9f6f0e,DIG,Keane,5,2,3,4
23427,ebd82649fb9f6f0e,DIG,LOD,0,2,10,5
23428,ebd82649fb9f6f0e,DIG,Ssumday,4,0,4,8
23429,ebdaabb44aec5cd8,NGU,CooCooDai,7,10,2,0.9
23430,ebdaabb44aec5cd8,NGU,ILLusion,1,5,6,1.4
23431,ebdaabb44aec5cd8,NGU,MapleSnow,1,4,3,1
23432,ebdaabb44aec5cd8,ahq,Albis,7,2,12,9.5
23433,ebdaabb44aec5cd8,ahq,GreenTea,1,2,13,7
23434,ebdaabb44aec5cd8,ahq,Ziv,4,2,7,5.5
23435,ebdaabb44aec5cd8,ahq,westdoor,7,3,10,5.6666666667
23436,ebe218472d690566,H2K,Febiven,5,2,4,4.5
23437,ebe218472d690566,H2K,Jankos,8,2,6,7
23438,ebe218472d690566,H2K,Nuclear,5,1,8,13
23439,ebe218472d690566,H2K,Odoamne,3,4,8,2.75
23440,ebe218472d690566,SPY,Kobbe,2,2,3,2.5
23441,ebe218472d690566,SPY,Trashy,2,4,4,1.5
23442,ebe218472d690566,SPY,Wunder,2,6,3,0.8333333333
23443,ebed18f9922ced3a,CLG,Darshan,1,5,2,0.6
23444,ebed18f9922ced3a,CLG,Huhi,4,2,3,3.5
23445,ebed18f9922ced3a,CLG,Stixxay,1,1,5,6
23446,ebed18f9922ced3a,CLG,Xmithie,1,5,3,0.8
23447,ebed18f9922ced3a,TSM,Biofrost,0,2,19,9.5
23448,ebed18f9922ced3a,TSM,Bjergsen,5,0,11,16
23449,ebed18f9922ced3a,TSM,Hauntzer,3,4,12,3.75
23450,ebed18f9922ced3a,TSM,Svenskeren,4,0,12,16
23451,ebed18f9922ced3a,TSM,WildTurtle,7,1,11,18
23452,ec12ab35a8d25f54,ITZ,Jockster,0,2,13,6.5
23453,ec12ab35a8d25f54,ITZ,Revolta,5,0,11,16
23454,ec12ab35a8d25f54,ITZ,Yang,3,2,1,2
23455,ec12ab35a8d25f54,ITZ,micaO,7,0,6,13
23456,ec12ab35a8d25f54,g3x,Alocs,1,7,3,0.5714285714
23457,ec12ab35a8d25f54,g3x,Snowlz,0,6,2,0.3333333333
23458,ec12ab35a8d25f54,g3x,Zantins,1,3,1,0.6666666667
23459,ec282ff512f5375b,SPY,Kobbe,0,4,4,1
23460,ec282ff512f5375b,SPY,Sencux,3,3,4,2.3333333333
23461,ec282ff512f5375b,SPY,Trashy,4,1,4,8
23462,ec282ff512f5375b,SPY,Wunder,4,5,2,1.2
23463,ec282ff512f5375b,UOL,Samux,6,0,5,11
23464,ec282ff512f5375b,UOL,Vizicsacsi,2,4,11,3.25
23465,ec282ff512f5375b,UOL,Xerxe,6,2,9,7.5
23466,ec2afb890e018fd0,HKES,Dinter,1,2,7,4
23467,ec2afb890e018fd0,HKES,GodJJ,7,1,8,15
23468,ec2afb890e018fd0,HKES,Olleh,1,2,15,8
23469,ec2afb890e018fd0,HKES,Stanley,8,1,5,13
23470,ec2afb890e018fd0,HKES,Toyz,5,1,3,8
23471,ec2afb890e018fd0,MSE,CorGi,1,6,2,0.5
23472,ec2afb890e018fd0,MSE,Empt2,4,4,2,1.5
23473,ec2afb890e018fd0,MSE,LOFS,1,2,4,2.5
23474,ec34d343cd27012b,CJ,Bubbling,2,1,12,14
23475,ec34d343cd27012b,CJ,Untara,2,3,10,4
23476,ec34d343cd27012b,JAG,Pilot,4,3,7,3.6666666667
23477,ec34d343cd27012b,JAG,TrAce,1,2,9,5
23478,ec34d343cd27012b,JAG,Winged,3,3,7,3.3333333333
23479,ec573890fcbf9782,JAG,Kuzan,8,4,12,5
23480,ec573890fcbf9782,JAG,Pilot,3,1,12,15
23481,ec573890fcbf9782,JAG,TrAce,5,0,10,15
23482,ec573890fcbf9782,JAG,Winged,4,2,12,8
23483,ec573890fcbf9782,kt,Fly,2,5,7,1.8
23484,ec573890fcbf9782,kt,Score,3,4,5,2
23485,ec573890fcbf9782,kt,Ssumday,5,6,3,1.3333333333
23486,ec6844ddbbc39592,AFs,Kuro,3,3,2,1.6666666667
23487,ec6844ddbbc39592,AFs,MaRin,2,4,1,0.75
23488,ec6844ddbbc39592,AFs,Spirit,1,4,3,1
23489,ec6844ddbbc39592,AFs,TusiN,0,5,6,1.2
23490,ec6844ddbbc39592,kt,Deft,5,2,9,7
23491,ec6844ddbbc39592,kt,Mata,1,1,14,15
23492,ec6844ddbbc39592,kt,Pawn,4,2,7,5.5
23493,ec6844ddbbc39592,kt,Score,5,1,6,11
23494,ec6844ddbbc39592,kt,Smeb,3,1,6,9
23495,ec6d9e30cfd194b6,KDM,Edge,1,1,2,3
23496,ec6d9e30cfd194b6,KDM,Roach,0,3,2,0.6666666667
23497,ec6d9e30cfd194b6,bbq,Bless,2,0,2,4
23498,ec6d9e30cfd194b6,bbq,Crazy,1,1,8,9
23499,ec6d9e30cfd194b6,bbq,Ghost,2,0,6,8
23500,ec7dffb3e766d0c3,IMT,Huni,2,3,4,2
23501,ec7dffb3e766d0c3,IMT,Pobelter,3,0,4,7
23502,ec7dffb3e766d0c3,IMT,Reignover,1,4,3,1
23503,ec7dffb3e766d0c3,P1,Brandini,4,0,7,11
23504,ec7dffb3e766d0c3,P1,Gate,0,2,12,6
23505,ec7dffb3e766d0c3,P1,Inori,4,1,8,12
23506,ec7dffb3e766d0c3,P1,Mash,5,3,6,3.6666666667
23507,ec7dffb3e766d0c3,P1,Pirean,2,2,9,5.5
23508,ec896f78435cd96c,EMF,Crush,1,2,4,2.5
23509,ec896f78435cd96c,EMF,GuGer,0,0,5,5
23510,ec896f78435cd96c,EMF,Hipo,4,1,2,6
23511,ec896f78435cd96c,SKT,Bang,0,0,3,3
23512,ec896f78435cd96c,SKT,Blank,1,2,1,1
23513,ec896f78435cd96c,SKT,Duke,2,2,1,1.5
23514,ec896f78435cd96c,SKT,Wolf,0,4,3,0.75
23515,ec8b3910f28d7d77,SPY,Kobbe,7,0,4,11
23516,ec8b3910f28d7d77,SPY,Sencux,0,0,10,10
23517,ec8b3910f28d7d77,SPY,Trashy,3,0,9,12
23518,ec8b3910f28d7d77,SPY,Wunderwear,3,0,8,11
23519,ec97210b5d7392cd,FNC,Kikis,1,3,2,1
23520,ec97210b5d7392cd,FNC,Spirit,1,3,3,1.3333333333
23521,ec97210b5d7392cd,H2K,FORG1VEN,4,0,10,14
23522,ec97210b5d7392cd,H2K,Jankos,8,1,6,14
23523,ec97210b5d7392cd,H2K,Odoamne,1,1,14,15
23524,ec97210b5d7392cd,H2K,Ryu,4,1,7,11
23525,ecb0ae4d5c980c6d,APX,Apollo,7,0,5,12
23526,ecb0ae4d5c980c6d,APX,Keane,8,2,10,9
23527,ecb0ae4d5c980c6d,APX,Ray,6,2,11,8.5
23528,ecb0ae4d5c980c6d,APX,ShrimP,2,0,14,16
23529,ecb0ae4d5c980c6d,APX,Xpecial,0,1,21,21
23530,ecb0ae4d5c980c6d,NRG,Quas,0,6,2,0.3333333333
23531,ecb0ae4d5c980c6d,NRG,Santorin,1,5,3,0.8
23532,ecb0ae4d5c980c6d,NRG,ohq,1,5,2,0.6
23533,ecb3ad0d8f7ca9ad,FW,KKramer,8,1,6,14
23534,ecb3ad0d8f7ca9ad,FW,Karsa,5,1,12,17
23535,ecb3ad0d8f7ca9ad,FW,MMD,2,0,10,12
23536,ecb3ad0d8f7ca9ad,FW,Maple,8,1,6,14
23537,ecb3ad0d8f7ca9ad,FW,SwordArT,1,2,14,7.5
23538,ecb3ad0d8f7ca9ad,M17,Apex,4,5,1,1
23539,ecb3ad0d8f7ca9ad,M17,BoBo,1,4,1,0.5
23540,ecb3ad0d8f7ca9ad,M17,Dee,0,3,5,1.6666666667
23541,ecb3ad0d8f7ca9ad,M17,HanJi,0,7,2,0.2857142857
23542,ecbdfff5e654f456,DIG,Apollo,2,3,3,1.6666666667
23543,ecbdfff5e654f456,DIG,BillyBoss,2,4,4,1.5
23544,ecbdfff5e654f456,DIG,KiWiKiD,0,5,3,0.6
23545,ecbdfff5e654f456,DIG,Kirei,1,3,3,1.3333333333
23546,ecbdfff5e654f456,DIG,Shiphtur,4,0,1,5
23547,ecbdfff5e654f456,TL,Dardoch,4,1,6,10
23548,ecbdfff5e654f456,TL,Fenix,4,1,4,8
23549,ecbdfff5e654f456,TL,Lourlo,0,3,8,2.6666666667
23550,ecbdfff5e654f456,TL,Matt,0,2,9,4.5
23551,ecd94fd9accfadbc,NRG,Altec,5,3,7,4
23552,ecd94fd9accfadbc,NRG,Impact,0,3,15,5
23553,ecd94fd9accfadbc,NRG,Moon,5,1,13,18
23554,ecd94fd9accfadbc,TL,Dardoch,1,3,7,2.6666666667
23555,ecd94fd9accfadbc,TL,Fenix,3,4,5,2
23556,ecd94fd9accfadbc,TL,Lourlo,2,5,6,1.6
23557,ecee1c458addeef9,GIA,Fr3deric,0,5,2,0.4
23558,ecee1c458addeef9,GIA,Rydle,0,5,3,0.6
23559,ecee1c458addeef9,GIA,Werlyb,0,4,1,0.25
23560,ecee1c458addeef9,ROC,Jankos,3,0,10,13
23561,ecee1c458addeef9,ROC,Overpow,1,4,10,2.75
23562,ecee1c458addeef9,ROC,Vander,1,0,12,13
23563,ecee1c458addeef9,ROC,Woolite,9,0,4,13
23564,ecee1c458addeef9,ROC,nukeduck,4,0,7,11
23565,ecfc0069165316f6,HKE,MapleSnow,1,2,13,7
23566,ecfc0069165316f6,HKE,MarS,5,2,9,7
23567,ecfc0069165316f6,HKE,Raison,10,1,11,21
23568,ecfc0069165316f6,HKE,wind,6,4,11,4.25
23569,ecfc0069165316f6,JT,FoFo,3,2,5,4
23570,ecfc0069165316f6,JT,Jay,0,6,6,1
23571,ecfc0069165316f6,JT,Morning,2,6,2,0.6666666667
23572,ecfc0069165316f6,JT,REFRA1N,3,3,1,1.3333333333
23573,ed030b9401915c7f,LZ,Coco,2,3,1,1
23574,ed030b9401915c7f,LZ,Crash,1,5,2,0.6
23575,ed030b9401915c7f,LZ,Expession,0,3,1,0.3333333333
23576,ed030b9401915c7f,SKT,Blank,5,0,8,13
23577,ed030b9401915c7f,SKT,Duke,2,0,12,14
23578,ed030b9401915c7f,SKT,Faker,2,2,10,6
23579,ed030b9401915c7f,SKT,Wolf,1,1,11,12
23580,ed185667320ae9dc,KBM,Danagorn,0,5,4,0.8
23581,ed185667320ae9dc,KBM,Riyev,2,3,3,1.6666666667
23582,ed185667320ae9dc,KBM,Vash,4,2,3,3.5
23583,ed185667320ae9dc,KBM,Zantins,1,1,1,2
23584,ed185667320ae9dc,RED,Nappon,3,0,6,9
23585,ed185667320ae9dc,RED,Robo,1,2,5,3
23586,ed185667320ae9dc,RED,brTT RX,5,1,4,9
23587,ed185667320ae9dc,RED,tockers,3,4,5,2
23588,ed2237c1fa11dc22,CLG,Darshan,5,0,5,10
23589,ed2237c1fa11dc22,CLG,Huhi,0,3,7,2.3333333333
23590,ed2237c1fa11dc22,CLG,Stixxay,3,2,10,6.5
23591,ed2237c1fa11dc22,CLG,Xmithie,6,1,5,11
23592,ed2237c1fa11dc22,CLG,aphromoo,1,2,11,6
23593,ed2237c1fa11dc22,G2,Emperor,2,3,2,1.3333333333
23594,ed2237c1fa11dc22,G2,Hybrid,1,3,6,2.3333333333
23595,ed2237c1fa11dc22,G2,Kikis,0,5,2,0.4
23596,ed2237c1fa11dc22,G2,Perkz,3,1,1,4
23597,ed2237c1fa11dc22,G2,Trick,2,3,2,1.3333333333
23598,ed3143b19bde6215,RED,Ayel,2,4,7,2.25
23599,ed3143b19bde6215,RED,Caos,1,4,10,2.75
23600,ed3143b19bde6215,RED,Eryon,1,4,13,3.5
23601,ed3143b19bde6215,g3x,Skyer,8,3,11,6.3333333333
23602,ed3143b19bde6215,g3x,Snowlz,7,1,12,19
23603,ed3143b19bde6215,g3x,TaeYeon,3,2,8,5.5
23604,ed3143b19bde6215,g3x,Zantins,5,4,14,4.75
23605,ed44957c5085b487,DIG,Gamsu,0,3,6,2
23606,ed44957c5085b487,DIG,Helios,1,1,8,9
23607,ed44957c5085b487,DIG,KiWiKiD,0,3,8,2.6666666667
23608,ed44957c5085b487,DIG,Shiphtur,3,2,5,4
23609,ed44957c5085b487,TIP,Impact,1,2,8,4.5
23610,ed44957c5085b487,TIP,Rush,1,3,6,2.3333333333
23611,ed5cee0f36789ca4,FLY,Balls,1,2,2,1.5
23612,ed5cee0f36789ca4,FLY,Hai,2,5,3,1
23613,ed5cee0f36789ca4,P1,Arrow,8,0,4,12
23614,ed5cee0f36789ca4,P1,Meteos,7,1,6,13
23615,ed5cee0f36789ca4,P1,Ryu,2,2,8,5
23616,ed5cee0f36789ca4,P1,zig,1,0,6,7
23617,ed6a1a3501fe1c46,KOO,Smeb,1,5,3,0.8
23618,ed6a1a3501fe1c46,KOO,Wisdom,1,1,4,5
23619,ed6a1a3501fe1c46,SSG,Crown,4,3,6,3.3333333333
23620,ed6a1a3501fe1c46,SSG,CuVee,4,0,9,13
23621,ed6a1a3501fe1c46,SSG,Eve,3,0,12,15
23622,ed6a1a3501fe1c46,SSG,Fury,5,1,9,14
23623,ed8c56a1f4ff8bfa,FB,M1ssion,1,3,6,2.3333333333
23624,ed8c56a1f4ff8bfa,FB,Ninuo,3,1,1,4
23625,ed8c56a1f4ff8bfa,FB,SkuLL,1,1,6,7
23626,ed8c56a1f4ff8bfa,FB,Wind,0,1,7,7
23627,ed8c56a1f4ff8bfa,M17,3z,2,0,2,4
23628,ed8c56a1f4ff8bfa,M17,Dreamer,1,4,6,1.75
23629,ed8c56a1f4ff8bfa,M17,Taizan,2,2,4,3
23630,ed9e5729b886c915,JAG,Chaser,3,0,12,15
23631,ed9e5729b886c915,JAG,Chei,2,0,10,12
23632,ed9e5729b886c915,JAG,Cpt Jack,4,2,7,5.5
23633,ed9e5729b886c915,JAG,GBM,9,0,6,15
23634,ed9e5729b886c915,JAG,TrAce,3,3,11,4.6666666667
23635,ed9e5729b886c915,NJE,Duke,1,5,3,0.8
23636,ed9e5729b886c915,NJE,Watch,1,4,3,1
23637,edacfcdc33e05cd4,G2,Expect,2,1,4,6
23638,edacfcdc33e05cd4,G2,Perkz,1,4,4,1.25
23639,edacfcdc33e05cd4,G2,Trick,0,4,4,1
23640,edacfcdc33e05cd4,GIA,Maxlore,1,2,11,6
23641,edacfcdc33e05cd4,GIA,S0NSTAR,3,0,9,12
23642,edacfcdc33e05cd4,GIA,Smittyj,5,1,5,10
23643,edadadfd06e536ee,LZ,Crash,4,0,7,11
23644,edadadfd06e536ee,LZ,Expession,2,1,6,8
23645,edadadfd06e536ee,LZ,Frozen,4,2,6,5
23646,edadadfd06e536ee,LZ,Fury,2,1,4,6
23647,edadadfd06e536ee,SKT,Bang,2,0,2,4
23648,edadadfd06e536ee,SKT,Bengi,2,3,4,2
23649,edadadfd06e536ee,SKT,Duke,0,2,4,2
23650,edc31b2b59d0a904,G2,Kikis,1,1,8,9
23651,edc31b2b59d0a904,G2,Trick,4,0,10,14
23652,edc31b2b59d0a904,ROC,fredy122,0,2,2,1
23653,eddf4b69a7f73b3b,C9,Balls,0,4,14,3.5
23654,eddf4b69a7f73b3b,C9,Hai,7,3,7,4.6666666667
23655,eddf4b69a7f73b3b,C9,Sneaky,3,2,6,4.5
23656,eddf4b69a7f73b3b,TL,Quas,0,3,11,3.6666666667
23657,edf378efc9ee4528,FNC,Broxah,3,2,12,7.5
23658,edf378efc9ee4528,FNC,Caps,2,1,12,14
23659,edf378efc9ee4528,FNC,Jesiz,0,4,13,3.25
23660,edf378efc9ee4528,FNC,Rekkles,10,0,7,17
23661,edf378efc9ee4528,FNC,sOAZ,5,2,7,6
23662,edf378efc9ee4528,OG,Satorius,1,4,6,1.75
23663,edf378efc9ee4528,OG,Wisdom,1,2,5,3
23664,edf975a57f6c69c7,OG,Amazing,2,2,10,6
23665,edf975a57f6c69c7,OG,Mithy,2,5,15,3.4
23666,edf975a57f6c69c7,OG,Niels,10,1,8,18
23667,edf975a57f6c69c7,OG,Soaz,5,5,9,2.8
23668,edf975a57f6c69c7,OG,xPeke,7,2,10,8.5
23669,edf975a57f6c69c7,SK,CandyPanda,3,7,7,1.4285714286
23670,edf975a57f6c69c7,SK,Fox,6,5,6,2.4
23671,edf975a57f6c69c7,SK,Svenskeren,2,6,6,1.3333333333
23672,edf975a57f6c69c7,SK,fredy122,3,3,4,2.3333333333
23673,edf975a57f6c69c7,SK,nRated,1,5,12,2.6
23674,edf994d12cca7c21,RNG,Looper,1,1,8,9
23675,edf994d12cca7c21,RNG,Mata,1,1,15,16
23676,edf994d12cca7c21,RNG,Mlxg,5,0,8,13
23677,edf994d12cca7c21,RNG,Uzi,10,0,4,14
23678,edf994d12cca7c21,RNG,Xiaohu,2,1,4,6
23679,edf994d12cca7c21,SPY,Mikyx,0,5,1,0.2
23680,edf994d12cca7c21,SPY,Trashy,0,5,1,0.2
23681,edf994d12cca7c21,SPY,Wunder,2,5,1,0.6
23682,edfe64a5c860a8e8,SHR,Cola,4,3,3,2.3333333333
23683,edfe64a5c860a8e8,SHR,Uzi,1,5,4,1
23684,edfe64a5c860a8e8,SHR,corn,1,7,3,0.5714285714
23685,edfe64a5c860a8e8,SSW,Dandy,6,1,10,16
23686,edfe64a5c860a8e8,SSW,Looper,7,0,10,17
23687,edfe64a5c860a8e8,SSW,Mata,1,2,15,8
23688,edfe64a5c860a8e8,SSW,PawN,3,2,13,8
23689,edfe64a5c860a8e8,SSW,imp,9,3,7,5.3333333333
23690,ee3b8fd05dd64784,FW,Karsa,1,3,15,5.3333333333
23691,ee3b8fd05dd64784,FW,Maple,12,1,8,20
23692,ee3b8fd05dd64784,FW,Steak,0,1,17,17
23693,ee3b8fd05dd64784,KOO,Hojin,1,3,5,2
23694,ee3b8fd05dd64784,KOO,Kuro,1,4,8,2.25
23695,ee3b8fd05dd64784,KOO,PraY,3,6,4,1.1666666667
23696,ee3b8fd05dd64784,KOO,Smeb,3,5,3,1.2
23697,ee4c0c77e8622332,G2,Expect,1,1,4,5
23698,ee4c0c77e8622332,G2,Trick,0,5,4,0.8
23699,ee4c0c77e8622332,G2,mithy,0,5,5,1
23700,ee4c0c77e8622332,SKT,Bang,2,3,10,4
23701,ee4c0c77e8622332,SKT,Faker,7,1,6,13
23702,ee4c0c77e8622332,SKT,Huni,0,0,6,6
23703,ee4c0c77e8622332,SKT,Peanut,9,0,6,15
23704,ee7d3e4dc09a365d,EL,Froggen,10,0,8,18
23705,ee7d3e4dc09a365d,EL,Rekkles,2,2,10,6
23706,ee7d3e4dc09a365d,EL,Shook,4,2,10,7
23707,ee7d3e4dc09a365d,EL,kev1n,5,3,6,3.6666666667
23708,ee7d3e4dc09a365d,GIA,Adryh,4,3,4,2.6666666667
23709,ee7d3e4dc09a365d,GIA,Fr3deric,1,7,5,0.8571428571
23710,ee7d3e4dc09a365d,GIA,PePiiNeRO,3,6,4,1.1666666667
23711,ee7d3e4dc09a365d,GIA,Werlyb,2,3,4,2
23712,ee827e8b8f4c5400,C9,Impact,4,1,10,14
23713,ee827e8b8f4c5400,C9,Jensen,8,0,11,19
23714,ee827e8b8f4c5400,C9,Meteos,1,1,14,15
23715,ee827e8b8f4c5400,C9,Smoothie,0,2,15,7.5
23716,ee827e8b8f4c5400,P1,Inori,2,4,1,0.75
23717,ee827e8b8f4c5400,P1,Mash,1,4,2,0.75
23718,ee827e8b8f4c5400,P1,zig,0,6,3,0.5
23719,ee88706a1f2fd51e,AHQ,Mountain,1,6,9,1.6666666667
23720,ee88706a1f2fd51e,AHQ,Ziv,3,5,4,1.4
23721,ee88706a1f2fd51e,AHQ,westdoor,3,5,6,1.8
23722,ee88706a1f2fd51e,EDG,Clearlove,6,1,17,23
23723,ee88706a1f2fd51e,EDG,Koro1,11,0,9,20
23724,ee88706a1f2fd51e,EDG,Meiko,1,3,22,7.6666666667
23725,ee88706a1f2fd51e,EDG,PawN,3,2,12,7.5
23726,eec4e405d8fcac79,H2K,Odoamne,0,2,3,1.5
23727,eec4e405d8fcac79,VIT,Cabochard,2,0,4,6
23728,eec4e405d8fcac79,VIT,Djoko,7,0,3,10
23729,eec4e405d8fcac79,VIT,Nukeduck,2,0,9,11
23730,eec4e405d8fcac79,VIT,Steeelback,4,1,5,9
23731,eee1f36844fc6dda,S04,Fox,2,0,6,8
23732,eee1f36844fc6dda,S04,Gilius,5,1,3,8
23733,eee1f36844fc6dda,S04,Steve,1,1,7,8
23734,eee1f36844fc6dda,VIT,Cabochard,2,4,2,1
23735,eee1f36844fc6dda,VIT,Nukeduck,1,2,1,1
23736,eee1f36844fc6dda,VIT,Police,2,0,2,4
23737,ef1053869a9b125d,C9,Balls,9,2,3,6
23738,ef1053869a9b125d,C9,Meteos,1,1,17,18
23739,ef1053869a9b125d,C9,Sneaky,3,2,8,5.5
23740,ef1053869a9b125d,TDK,Kez,1,5,5,1.2
23741,ef1053869a9b125d,TDK,mancloud,2,4,5,1.75
23742,ef22182321d55cf4,AFs,Kramer,2,1,5,7
23743,ef22182321d55cf4,AFs,Kuro,3,3,3,2
23744,ef22182321d55cf4,AFs,MaRin,0,4,5,1.25
23745,ef22182321d55cf4,AFs,Spirit,3,1,2,5
23746,ef22182321d55cf4,JAG,Kuzan,2,1,3,5
23747,ef22182321d55cf4,JAG,SnowFlower,1,1,11,12
23748,ef22182321d55cf4,JAG,Teddy,7,2,3,5
23749,ef22182321d55cf4,JAG,UmTi,3,5,7,2
23750,ef22182321d55cf4,JAG,ikssu,1,0,5,6
23751,ef40a808db5a979c,DIG,CloudNguyen,1,4,12,3.25
23752,ef40a808db5a979c,DIG,CoreJJ,9,0,7,16
23753,ef40a808db5a979c,DIG,Gamsu,5,2,9,7
23754,ef40a808db5a979c,DIG,KiWiKiD,1,1,15,16
23755,ef40a808db5a979c,DIG,Shiphtur,2,1,10,12
23756,ef40a808db5a979c,TL,FeniX,2,3,2,1.3333333333
23757,ef40a808db5a979c,TL,IWDominate,0,3,3,1
23758,ef40a808db5a979c,TL,Quas,3,6,5,1.3333333333
23759,ef584927bcd1108c,FW,Karsa,2,2,2,2
23760,ef584927bcd1108c,FW,MMD,2,3,3,1.6666666667
23761,ef584927bcd1108c,JT,Morning,0,2,9,4.5
23762,ef584927bcd1108c,JT,REFRA1N,0,1,5,5
23763,ef5b456535d7b945,FNC,Amazingx,2,0,8,10
23764,ef5b456535d7b945,FNC,Rekkles,4,1,7,11
23765,ef5b456535d7b945,FNC,sOAZ,5,2,1,3
23766,ef5b456535d7b945,ROC,Hjarnan,0,1,3,3
23767,ef5b456535d7b945,ROC,Phaxi,0,4,2,0.5
23768,ef79737a86ff3e42,P1,Inori,1,3,2,1
23769,ef79737a86ff3e42,P1,zig,0,5,3,0.6
23770,ef79737a86ff3e42,TSM,Biofrost,0,1,13,13
23771,ef79737a86ff3e42,TSM,Bjergsen,7,0,9,16
23772,ef79737a86ff3e42,TSM,Doublelift,7,0,10,17
23773,ef79737a86ff3e42,TSM,Hauntzer,1,2,5,3
23774,ef79737a86ff3e42,TSM,Svenskeren,3,1,5,8
23775,ef8fe666fcaed5e3,EMF,Crush,4,3,4,2.6666666667
23776,ef8fe666fcaed5e3,EMF,Edge,2,3,7,3
23777,ef8fe666fcaed5e3,EMF,Hipo,2,6,2,0.6666666667
23778,ef8fe666fcaed5e3,EMF,SSol,2,1,8,10
23779,ef8fe666fcaed5e3,SKT,Blank,2,3,8,3.3333333333
23780,ef8fe666fcaed5e3,SKT,Duke,3,1,8,11
23781,ef8fe666fcaed5e3,SKT,Faker,3,4,8,2.75
23782,ef8fe666fcaed5e3,SKT,Wolf,0,2,11,5.5
23783,ef9c29e5d829996d,FNC,Febiven,8,0,4,12
23784,ef9c29e5d829996d,FNC,Gamsu,0,0,9,9
23785,ef9c29e5d829996d,FNC,Spirit,5,1,7,12
23786,ef9c29e5d829996d,GIA,SONSTAR,0,1,1,1
