,match_id,league,season,year,team_name,red_or_blue_side,result,game_length,top_player,top_champ,jungle_player,jungle_champ,mid_player,mid_champ,adc_player,adc_champ,support_player,support_champ,ban_1,ban_2,ban_3,ban_4,ban_5
5873,c6b5c01233cdf54c,Europe,Spring_Season,2017,SPY,blue,1,31,Wunder,Renekton,Trashy,Elise,Sencux,Ekko,Kobbe,Varus,Mikyx,Karma,'Jhin', 'Jayce', 'Rengar', 'Ryze', 'Cassiopeia'
5872,c6b5c01233cdf54c,Europe,Spring_Season,2017,GIA,red,0,31,Flaxxish,Rumble,Memento,Graves,NighT,Talon,HeaQ,Ashe,Zyra,Hustlin,'Leblanc', 'Shen', 'Camille', 'MissFortune', 'TahmKench'
5874,c6baf4616cb79dff,North_America,Summer_Season,2016,APX,blue,1,57,Ray,Fizz,ShrimP,Nidalee,Keane,Swain,Apollo,Ashe,Xpecial,Thresh,'Lucian', 'Ryze', 'Kindred',,
5875,c6baf4616cb79dff,North_America,Summer_Season,2016,CLG,red,0,57,Darshan,Ekko,Xmithie,RekSai,Huhi,Viktor,Stixxay,Caitlyn,Bard,aphromoo,'Braum', 'Vladimir', 'Trundle',,
5877,c6fa7c6fb5272b2c,CBLOL,Summer_Season,2017,KBM,blue,0,33,Zantins,Rumble,Danagorn,Rengar,Vash,Orianna,TheFoxz,Jhin,Riyev,Karma,'Zilean', 'Shen', 'Zyra', 'Malzahar',
5876,c6fa7c6fb5272b2c,CBLOL,Summer_Season,2017,PNG,red,1,33,Mylon,Maokai,SirT,Khazix,Rakin,Ryze,Matsukaze,Varus,Thresh,Loop,'Leblanc', 'Jayce', 'Camille', 'Cassiopeia', 'Syndra'
5878,c706d7bd6809b309,LCK,Summer_Season,2015,JAG,blue,1,41,TrAce,Rumble,Chaser,RekSai,GBM,Varus,Cpt Jack,Kalista,Chei,Annie,'Cassiopeia', 'Alistar', 'Gragas',,
5879,c706d7bd6809b309,LCK,Summer_Season,2015,NJE,red,0,41,Duke,Ryze,Watch,Evelynn,Ggoong,Viktor,Ohq,Tristana,Nautilus,Pure,'Nidalee', 'Maokai', 'Azir',,
5880,c70ed502e1bc6728,Season_World_Championship,International,2015,AHQ,blue,1,29,Ziv,Gnar,Mountain,Elise,Westdoor,TwistedFate,AN,Jinx,Albis,Thresh,'Azir', 'Veigar', 'TahmKench',,
5881,c70ed502e1bc6728,Season_World_Championship,International,2015,C9,red,0,29,Balls,Darius,Hai,LeeSin,Incarnati0n,Lulu,Sneaky,Tristana,Braum,LemonNation,'Gangplank', 'Mordekaiser', 'Fizz',,
5883,c72003e35dd7a876,Europe,Summer_Season,2016,FNC,blue,1,31,Gamsu,Trundle,Spirit,Elise,Febiven,Vladimir,Rekkles,Ezreal,YellOwStaR,Nami,'Bard', 'Braum', 'Syndra',,
5882,c72003e35dd7a876,Europe,Summer_Season,2016,OG,red,0,31,sOAZ,Gragas,Amazing,Kindred,PowerOfEvil,Kassadin,xPeke,Caitlyn,Karma,Hybrid,'Jhin', 'Olaf', 'Nidalee',,
5885,c725a2bc09955c4d,North_America,Spring_Playoffs,2015,C9,blue,1,39,Balls,Hecarim,Meteos,Sejuani,Hai,Corki,Sneaky,Lucian,LemonNation,Nautilus,'Vladimir', 'Urgot', 'Azir',,
5884,c725a2bc09955c4d,North_America,Spring_Playoffs,2015,TL,red,0,39,Quas,Sion,IWDominate,Nunu,FeniX,Lulu,Piglet,KogMaw,Janna,Xpecial,'Nidalee', 'Kennen', 'Rumble',,
5887,c733ccfa1f1edecc,LMS,Spring_Season,2017,FW,blue,1,25,MMD,Maokai,Karsa,Khazix,Maple,Syndra,Betty,Varus,SwordArt,Sona,'Fizz', 'Camille', 'Gragas', 'Ashe', 'Jhin'
5886,c733ccfa1f1edecc,LMS,Spring_Season,2017,WS,red,0,25,Rins,Nautilus,Epic,Elise,Wako,Zed,Breeze,Draven,Lulu,K,'Rengar', 'Rumble', 'Graves', 'Kled', 'Shen'
5889,c746ca828bdafd08,LMS,Spring_Season,2016,XG,blue,0,46,Nexus,Poppy,Yo,Gragas,SuwaKo,Azir,LBB,Sivir,SuKi,Braum,'Leblanc', 'Fiora', 'Zed',,
5888,c746ca828bdafd08,LMS,Spring_Season,2016,HKE,red,1,46,MapleSnow,Trundle,Dinter,Elise,Rokenia,Lissandra,GodKwai,Lucian,Thresh,Olleh,'Lulu', 'Alistar', 'Kalista',,
5890,c75f60409d2c0298,LCK,Summer_Season,2015,SSG,blue,0,36,CuVee,Maokai,Eve,LeeSin,Crown,Morgana,Fury,Kalista,Luna,Alistar,'Thresh', 'Sejuani', 'Gragas',,
5891,c75f60409d2c0298,LCK,Summer_Season,2015,kt,red,1,36,Ssumday,Hecarim,Score,RekSai,Nagne,Leblanc,Arrow,Urgot,Braum,Fixer,'Azir', 'Lulu', 'Nunu',,
5892,c760e584c9c0a95d,LCK,Spring_Season,2016,AFs,blue,1,33,ikssu,Maokai,LirA,Graves,Mickey,Ryze,Sangyoon,Lucian,SnowFlower,Braum,'Varus', 'Azir', 'Zed',,
5893,c760e584c9c0a95d,LCK,Spring_Season,2016,CJ,red,0,33,Untara,Ekko,Bubbling,Kindred,Bdd,Lissandra,Kramer,Ezreal,Trundle,MadLife,'TwistedFate', 'Sivir', 'Kalista',,
5895,c7650df15af445a0,LCK,Spring_Season,2015,JAG,blue,1,39,TrAce,Lissandra,Chaser,JarvanIV,GBM,Xerath,Cpt Jack,Graves,Chei,Janna,'Kalista', 'Zed', 'Leblanc',,
5894,c7650df15af445a0,LCK,Spring_Season,2015,NJE,red,0,39,Duke,Rumble,Peanut,LeeSin,Ggoong,TwistedFate,Ohq,Corki,Thresh,Pure,'Sivir', 'RekSai', 'Lulu',,
5897,c778eada78a5eaf1,North_America,Summer_Season,2015,TIP,blue,0,44,Impact,Maokai,Rush,Nocturne,XiaoWeiXiao,Kassadin,Apollo,Sivir,Adrian,Nautilus,'RekSai', 'Alistar', 'Kalista',,
5896,c778eada78a5eaf1,North_America,Summer_Season,2015,GV,red,1,44,Hauntzer,Rumble,Move,Evelynn,Keane,Hecarim,Altec,Jinx,Thresh,Bunny FuFuu,'Ryze', 'Annie', 'Gragas',,
5899,c781fd07cb819c8f,LCK,Summer_Season,2016,SSG,blue,1,36,CuVee,Gnar,Ambition,Elise,Crown,Viktor,Ruler,Ashe,Wraith,Trundle,'Taliyah', 'TwistedFate', 'Hecarim',,
5898,c781fd07cb819c8f,LCK,Summer_Season,2016,CJE,red,0,36,Untara,TahmKench,Haru,Gragas,Sky,Vladimir,Kramer,Sivir,Bard,MadLife,'Nidalee', 'Gangplank', 'Azir',,
5900,c7a95fa8fad3db7f,LCK,Summer_Season,2016,kt,blue,1,32,Ssumday,Maokai,Score,Elise,Fly,Azir,Arrow,Caitlyn,Hachani,Braum,'Kindred', 'Lucian', 'Fiora',,
5901,c7a95fa8fad3db7f,LCK,Summer_Season,2016,LZ,red,0,32,Expession,Ekko,Chaser,RekSai,Coco,Viktor,Emperor,Jhin,Bard,Pure,'Nidalee', 'Ryze', 'Sivir',,
5903,c7dc48aa3e0cf7d9,North_America,Spring_Season,2015,DIG,blue,0,35,Gamsu,Rumble,CloudNguyen,RekSai,Shiphtur,Kassadin,CoreJJ,Lucian,KiWiKiD,Morgana,'Kalista', 'Nidalee', 'Lissandra',,
5902,c7dc48aa3e0cf7d9,North_America,Spring_Season,2015,CLG,red,1,35,ZionSpartan,Maokai,Xmithie,Vi,Link,Ahri,Doublelift,Tristana,Braum,Aphromoo,'Annie', 'JarvanIV', 'Sivir',,
5905,c7dd29a2c0a1ea48,LCK,Spring_Season,2015,CJE,blue,0,46,Shy,Rumble,Ambition,Rengar,Coco,Ezreal,Space,Sivir,MadLife,Janna,'Lissandra', 'Kassadin', 'Leblanc',,
5904,c7dd29a2c0a1ea48,LCK,Spring_Season,2015,GET,red,1,46,Smeb,Gnar,Lee,JarvanIV,Kuro,Azir,PraY,Corki,Nami,GorillA,'RekSai', 'Lulu', 'DrMundo',,
5907,c7e0ae18acd1040f,Europe,Summer_Season,2015,UOL,blue,1,55,Vizicsacsi,Nocturne,Kikis,Gragas,PowerOfEvil,KogMaw,Vardags,Sivir,Hylissang,Annie,'Lulu', 'Azir', 'Alistar',,
5906,c7e0ae18acd1040f,Europe,Summer_Season,2015,ROC,red,0,55,Steve,Maokai,Jankos,RekSai,nukeduck,Leblanc,Woolite,Lucian,Thresh,Vander,'Ryze', 'Morgana', 'Kalista',,
5908,c7e9490ed9dd7c6a,LMS,Spring_Season,2017,M17,blue,1,67,3z,Gragas,Taizan,Graves,Apex,Zilean,Dee,Varus,Dreamer,Malzahar,'Rumble', 'Ryze', 'Leblanc', 'Sivir', 'Ashe'
5909,c7e9490ed9dd7c6a,LMS,Spring_Season,2017,XG,red,0,67,Nexus,Maokai,Pony,Rengar,Wako,Taliyah,LBB,Jhin,Lulu,SuKi,'Cassiopeia', 'Camille', 'Jayce', 'Shen',
5910,c7f8a7a11fc940f8,LMS,Spring_Playoffs,2015,ahq,blue,1,41,Ziv,Gnar,Mountain,Sejuani,westdoor,Zed,AN,Urgot,Albis,Kennen,'Morgana', 'Nunu', 'Yorick',,
5911,c7f8a7a11fc940f8,LMS,Spring_Playoffs,2015,HKES,red,0,41,Stanley,Vladimir,Dinter,RekSai,Toyz,Lulu,GodJJ,Jinx,Thresh,Olleh,'Kalista', 'Nautilus', 'Maokai',,
5912,c80e363a476f3d65,Mid-Season_Invitational,International,2017,SKT,blue,1,37,Huni,Rumble,Peanut,LeeSin,Faker,Ahri,Bang,Caitlyn,Wolf,Zyra,'Syndra', 'Twitch', 'KogMaw', 'Shen', 'Leblanc'
5913,c80e363a476f3d65,Mid-Season_Invitational,International,2017,G2,red,0,37,Expect,Galio,Trick,Olaf,Perkz,Orianna,Zven,Ashe,MissFortune,mithy,'Kennen', 'Lulu', 'Karma', 'Cassiopeia', 'Fizz'
5914,c81555b7ec2c0c30,North_America,Summer_Season,2016,CLG,blue,1,35,Darshan,Jax,Xmithie,Elise,Huhi,Karma,Stixxay,Ezreal,aphromoo,Bard,'Rumble', 'Irelia', 'Olaf',,
5915,c81555b7ec2c0c30,North_America,Summer_Season,2016,IMT,red,0,35,Huni,Trundle,Reignover,Nidalee,Pobelter,TwistedFate,WildTurtle,Lucian,Soraka,Adrian,'Vladimir', 'Ryze', 'Azir',,
5916,c8295da5da8e6448,LCK,Regional,2015,JAG,blue,1,41,TrAce,Malphite,Chaser,Elise,GBM,Orianna,Pilot,Ashe,Chei,Braum,'Azir', 'Shen', 'TwistedFate',,
5917,c8295da5da8e6448,LCK,Regional,2015,NJF,red,0,41,Duke,Maokai,Peanut,RekSai,TANK,Viktor,0hq,Sivir,Kennen,Pure,'Lulu', 'Gangplank', 'Kalista',,
5919,c84147f29cb762cc,LCK,Summer_Season,2015,ANC,blue,0,37,ikssu,Rumble,lira,Nidalee,Mickey,Varus,Sangyoon,Sivir,SnowFlower,Nautilus,'Cassiopeia', 'Lulu', 'Ryze',,
5918,c84147f29cb762cc,LCK,Summer_Season,2015,LZ,red,1,37,Expession,Irelia,TusiN,Gragas,Frozen,Azir,Paragon,Corki,Annie,IgNar,'Zed', 'Alistar', 'Kalista',,
5921,c8452a510b83a299,Europe,Summer_Season,2015,ROC,blue,1,35,Steve,Ekko,Jankos,RekSai,nukeduck,Varus,MrRalleZ,Sivir,Vander,Janna,'Morgana', 'Shen', 'Ryze',,
5920,c8452a510b83a299,Europe,Summer_Season,2015,UOL,red,0,35,Vizicsacsi,Maokai,Kikis,Gragas,PowerOfEvil,Cassiopeia,Vardags,Jinx,Alistar,Hylissang,'Jayce', 'Fizz', 'Kalista',,
5922,c85c4893ae61c2d9,North_America,Summer_Season,2015,TDK,blue,0,44,Seraph,Rumble,Kez,RekSai,Bischu,Azir,Lattman,Corki,Baby,Thresh,,,,,
5923,c85c4893ae61c2d9,North_America,Summer_Season,2015,TL,red,1,44,Quas,Gnar,IWDominate,Gragas,FeniX,Cassiopeia,Piglet,Kalista,Annie,Xpecial,'KogMaw', 'Nidalee', 'Evelynn',,
5924,c860922fc55c899f,Europe,Spring_Season,2017,ROC,blue,0,37,Phaxi,Shen,Maxlore,Graves,Betsy,Orianna,Hjarnan,Varus,Wadid,Karma,'Jayce', 'Leblanc', 'Rumble', 'Gangplank', 'Maokai'
5925,c860922fc55c899f,Europe,Spring_Season,2017,SPY,red,1,37,Wunder,Singed,Trashy,Khazix,Sencux,Corki,Kobbe,Jhin,Braum,Mikyx,'Rengar', 'Camille', 'Ryze', 'Syndra', 'Cassiopeia'
5926,c88a798462dba8e0,CBLOL,Summer_Season,2016,VFK,blue,1,34,Robo,Malphite,Turtle,Elise,takeshi,Lissandra,esA,Ezreal,Verfix,Morgana,'Lulu', 'Zilean', 'Corki',,
5927,c88a798462dba8e0,CBLOL,Summer_Season,2016,OPK,red,0,34,SkyBart,Poppy,Zuao,RekSai,Goku,Ahri,EzPrince,Lucian,Bard,Professor,'Gragas', 'KogMaw', 'Quinn',,
5929,c8a10b30f8cad747,Season_World_Championship,International,2016,SPY,blue,0,24,Wunder,Ekko,Trashy,Elise,Sencux,AurelionSol,Kobbe,Sivir,Mikyx,Alistar,'Rumble', 'Olaf', 'Viktor',,
5928,c8a10b30f8cad747,Season_World_Championship,International,2016,SSG,red,1,24,CuVee,Kennen,Ambition,RekSai,Crown,Ryze,Ruler,Jhin,TahmKench,CoreJJ,'Nidalee', 'Syndra', 'Jayce',,
5931,c8a903e85a9f4ce7,LCK,Spring_Season,2016,KDM,blue,1,40,Hipo,Trundle,Crush,Nidalee,Edge,Gangplank,SSol,Corki,GuGer,Alistar,'Ryze', 'Ekko', 'Graves',,
5930,c8a903e85a9f4ce7,LCK,Spring_Season,2016,kt,red,0,40,Ssumday,Poppy,Score,Kindred,Fly,Zilean,Arrow,Sivir,Bard,Hachani,'Azir', 'Varus', 'Maokai',,
5933,c8a9eda8c69ffeac,CBLOL,Winter_Season,2016,OPK,blue,1,31,SkyBart,Irelia,Turtle,Elise,Goku,Leblanc,Skyer,Ashe,Professor,Zyra,'Bard', 'Braum', 'Vladimir',,
5932,c8a9eda8c69ffeac,CBLOL,Winter_Season,2016,RED,red,0,31,Ayel,Olaf,YoDa SL,RekSai,Brucer,Zilean,SacyR,Twitch,Karma,Dioud,'Sivir', 'Kindred', 'Swain',,
5935,c8acd365218bae3f,LCK,Spring_Season,2017,JAG,blue,0,36,ikssu,Shen,UmTi,Rengar,Kuzan,Vladimir,Teddy,Jhin,SnowFlower,MissFortune,'Rumble', 'Ryze', 'Camille', 'Gragas', 'Syndra'
5934,c8acd365218bae3f,LCK,Spring_Season,2017,kt,red,1,36,Smeb,Nautilus,Score,LeeSin,Pawn,Viktor,Deft,Ezreal,Zyra,Mata,'Varus', 'Graves', 'Leblanc', 'Karma', 'Taliyah'
5939,c8b0ea1b0fab8bc0,LMS,Spring_Season,2016,TPA,blue,1,30,Morning,Nautilus,REFRA1N,RekSai,FoFo,Lissandra,BeBe,Kalista,Jay,Alistar,'Corki', 'Gragas', 'Quinn',,
5938,c8b0ea1b0fab8bc0,LMS,Spring_Season,2016,XG,red,0,30,Nexus,Poppy,Yo,Elise,SuwaKo,Ryze,LBB,Lucian,Braum,SuKi,'Nidalee', 'Kindred', 'Lulu',,
5941,c8c23ac309c53958,Europe,Summer_Season,2016,OG,blue,0,33,sOAZ,Trundle,Amazing,Elise,PowerOfEvil,Taliyah,xPeke,KogMaw,Hybrid,Lulu,'Fiora', 'Nidalee', 'Kassadin',,
5940,c8c23ac309c53958,Europe,Summer_Season,2016,SPY,red,1,33,Wunder,Shen,Trashy,RekSai,Sencux,Leblanc,Kobbe,Tristana,TahmKench,Mikyx,'Karma', 'Malzahar', 'Syndra',,
5942,c8d07dc15b978d14,LCK,Regional,2015,CJE,blue,0,46,Shy,Shen,Ambition,Elise,Coco,Azir,Space,Jinx,MadLife,Alistar,,,,,
5943,c8d07dc15b978d14,LCK,Regional,2015,JAG,red,1,46,TrAce,Maokai,Chaser,Elise,GBM,Gangplank,Pilot,Kalista,Kennen,Chei,,,,,
5945,c8d506683be743a4,Europe,Spring_Playoffs,2015,SK,blue,0,35,fredy122,Maokai,Svenskeren,RekSai,Fox,Cassiopeia,FORG1VENGRE,Tristana,nRated,Nami,'Syndra', 'Hecarim', 'Annie',,
5944,c8d506683be743a4,Europe,Spring_Playoffs,2015,UOL,red,1,35,Vizicsacsi,Sion,Kikis,Gragas,PowerOfEvil,KogMaw,Vardags,Jinx,Morgana,Hylissang,'Graves', 'Lucian', 'Lulu',,
5946,c8f2e645902f2f6a,LMS,Spring_Season,2017,FW,blue,1,27,MMD,Rumble,Karsa,Khazix,Maple,Zed,Betty,Jhin,SwordArt,TahmKench,'Camille', 'Talon', 'Malzahar', 'Nautilus', 'Sion'
5947,c8f2e645902f2f6a,LMS,Spring_Season,2017,XG,red,0,27,Nexus,Olaf,Pony,Rengar,Chingz,Fizz,LBB,Ashe,Lulu,SuKi,'Leblanc', 'Varus', 'Ryze', 'Graves', 'LeeSin'
5948,c8f67ecdfcfe2ce9,CBLOL,Winter_Season,2016,KBM,blue,0,50,Zantins,Jax,Zuao,RekSai,Vash,Vladimir,Matsukaze,Ezreal,Verfix,Karma,'Nidalee', 'Irelia', 'Kindred',,
5949,c8f67ecdfcfe2ce9,CBLOL,Winter_Season,2016,CNB,red,1,50,LEP,Fiora,Minerva,Elise,tinowns,Swain,pbO,Jinx,Braum,Wos,'Fizz', 'Anivia', 'Gragas',,
5951,c8f790cb2704bd89,CBLOL,Winter_Season,2016,CNB,blue,1,40,LEP,Shen,Minerva,RekSai,tinowns,Viktor,pbO,Ashe,Wos,Zyra,'Sivir', 'Trundle', 'Vladimir',,
5950,c8f790cb2704bd89,CBLOL,Winter_Season,2016,VFK,red,0,40,Robo,Fiora,Nappon,Hecarim,takeshi,Leblanc,esA,Ezreal,Karma,Baiano,'Irelia', 'Braum', 'Swain',,
5952,c8fa6522709aeeca,North_America,Spring_Season,2017,TL,blue,1,50,Lourlo,Renekton,Reignover,Graves,Piglet,Syndra,Youngbin,Jhin,Matt,Karma,'Shen', 'Varus', 'Malzahar', 'Ashe', 'Sivir'
5953,c8fa6522709aeeca,North_America,Spring_Season,2017,FOX,red,0,50,Looper,Rumble,Akaadian,Khazix,Froggen,Anivia,Keith,Ezreal,Camille,Gate,'Rengar', 'Leblanc', 'Ryze', 'Thresh', 'Cassiopeia'
5954,c8fe140231240cb1,CBLOL,Summer_Season,2016,VFK,blue,0,29,Robo,Gangplank,Turtle,Nidalee,takeshi,Lulu,esA,Lucian,Verfix,Braum,'Thresh', 'Corki', 'Alistar',,
5955,c8fe140231240cb1,CBLOL,Summer_Season,2016,ITZ,red,1,29,Yang,Quinn,Revolta,Elise,tockers,TwistedFate,micaO,Kalista,Bard,Jockster,'Zed', 'Poppy', 'Ryze',,
5957,c902dbbdbc54d5f0,LCK,Summer_Season,2015,SSG,blue,1,45,CuVee,Hecarim,Eve,Gragas,Crown,Viktor,Fury,Kalista,Luna,Janna,'Ezreal', 'RekSai', 'Gnar',,
5956,c902dbbdbc54d5f0,LCK,Summer_Season,2015,JAG,red,0,45,TrAce,Maokai,Chaser,Nidalee,GBM,TwistedFate,Pilot,Corki,Alistar,Sweet,'Ryze', 'Azir', 'Braum',,
5959,c90339268eba60c3,LCK,Spring_Season,2017,LZ,blue,0,32,Expession,Nautilus,Crash,Khazix,Fly,Vladimir,PraY,Ashe,GorillA,Karma,'Malzahar', 'Rengar', 'Leblanc', 'Shen', 'Syndra'
5958,c90339268eba60c3,LCK,Spring_Season,2017,bbq,red,1,32,Crazy,Rumble,Bless,Elise,Tempt,Jayce,Ghost,Ezreal,Lulu,Totoro,'Varus', 'Camille', 'Graves', 'Zyra', 'Ryze'
5962,c92f6a8d732e4610,Europe,Spring_Season,2016,SPY,blue,1,31,Wunderwear,Fiora,Trashy,Elise,Sencux,Corki,Kobbe,Lucian,Nisbeth,TahmKench,'Braum', 'Malphite', 'Kalista',,
5963,c92f6a8d732e4610,Europe,Spring_Season,2016,GIA,red,0,31,Atom,Maokai,BetongJocke,Nidalee,xPePii,Ahri,Adryh,Ezreal,Alistar,G0DFRED,'Poppy', 'Gangplank', 'Leblanc',,
5964,c9338e76e8b6cf4a,LCK,Summer_Season,2016,SSG,blue,1,34,Helper,Ekko,Ambition,Nidalee,Crown,Varus,Ruler,Sivir,Wraith,Trundle,'Hecarim', 'Malzahar', 'Jhin',,
5965,c9338e76e8b6cf4a,LCK,Summer_Season,2016,MVP,red,0,34,ADD,Gnar,Beyond,Elise,Ian,Vladimir,MaHa,KogMaw,Alistar,Max,'Gangplank', 'Gragas', 'RekSai',,
5967,c9468feeec9db4a0,Europe,Spring_Season,2016,SPY,blue,0,43,Wunderwear,Gangplank,Trashy,Elise,Sencux,Lissandra,Kobbe,Caitlyn,Nisbeth,Braum,'Fiora', 'Kalista', 'Orianna',,
5966,c9468feeec9db4a0,Europe,Spring_Season,2016,OG,red,1,43,sOAZ,Quinn,Amazing,LeeSin,PowerOfEvil,Leblanc,Zven,Lucian,Alistar,Mithy,'Nidalee', 'KogMaw', 'Lulu',,
5968,c95018a364caeb9a,Europe,Spring_Playoffs,2015,SK,blue,1,39,fredy122,Morgana,Svenskeren,LeeSin,Fox,Zed,FORG1VENGRE,Caitlyn,nRated,Annie,'Syndra', 'Hecarim', 'Cassiopeia',,
5969,c95018a364caeb9a,Europe,Spring_Playoffs,2015,UOL,red,0,39,Vizicsacsi,Shyvana,Kikis,Gragas,PowerOfEvil,Leblanc,Vardags,Jinx,Thresh,Hylissang,'Graves', 'Lucian', 'Lulu',,
5970,c95730778287edf3,LCK,Spring_Season,2017,ROX,blue,0,32,Lindarang,Fiora,Seonghwan,Khazix,Mickey,TwistedFate,Sangyoon,Ashe,Key,Malzahar,'Graves', 'Rengar', 'Zyra', 'TahmKench', 'Varus'
5971,c95730778287edf3,LCK,Spring_Season,2017,SSG,red,1,32,CuVee,Nautilus,Haru,LeeSin,Crown,Syndra,Ruler,Ezreal,Lulu,CoreJJ,'Camille', 'Shen', 'Elise', 'Ekko', 'Ahri'
5972,c96a1f517a28a16d,LCK,Spring_Season,2015,GET,blue,1,50,Smeb,Gnar,Lee,RekSai,Kuro,Kassadin,PraY,Corki,GorillA,Leona,'Ahri', 'Nunu', 'Leblanc',,
5973,c96a1f517a28a16d,LCK,Spring_Season,2015,SKT,red,0,50,MaRin,Lissandra,Bengi,Vi,Faker,Azir,Bang,Ezreal,Thresh,Piccaboo,'Janna', 'Lulu', 'Veigar',,
5975,c970fe797f7c7fbc,North_America,Summer_Season,2015,TDK,blue,0,39,Seraph,Rumble,Kez,RekSai,mancloud,Azir,Lattman,Corki,Smoothie,Nautilus,,,,,
5974,c970fe797f7c7fbc,North_America,Summer_Season,2015,CLG,red,1,39,ZionSpartan,Gnar,Xmithie,Gragas,Pobelter,KogMaw,Doublelift,Kalista,Alistar,aphromoo,'Ryze', 'Nidalee', 'Vladimir',,
5977,c9b0b10cf7f427e9,Season_World_Championship,International,2014,SHR,blue,1,39,Cola,Maokai,inSec,Rammus,corn,Ryze,Uzi,Tristana,Zero,Braum,'Alistar', 'Jayce', 'Zilean',,
5976,c9b0b10cf7f427e9,Season_World_Championship,International,2014,SSW,red,0,39,Looper,Singed,Dandy,JarvanIV,PawN,Fizz,imp,Twitch,Thresh,Mata,'Rengar', 'LeeSin', 'Lucian',,
5979,c9b50ca32c7ff397,North_America,Spring_Playoffs,2017,FLY,blue,0,32,Balls,Maokai,Moon,Khazix,Hai,Orianna,Altec,Ashe,LemonNation,Zyra,'Camille', 'Leblanc', 'Syndra', 'Ezreal', 'Lucian'
5978,c9b50ca32c7ff397,North_America,Spring_Playoffs,2017,TSM,red,1,32,Hauntzer,Nautilus,Svenskeren,Graves,Bjergsen,Taliyah,WildTurtle,Varus,Lulu,Biofrost,'Shen', 'Rengar', 'Rumble', 'Karma', 'Kennen'
5980,c9c59a550f1c3fa9,Europe,Summer_Season,2016,OG,blue,1,81,sOAZ,Irelia,Amazing,Elise,PowerOfEvil,Azir,xPeke,Ashe,Hybrid,Karma,'Jhin', 'Olaf', 'Nidalee',,
5981,c9c59a550f1c3fa9,Europe,Summer_Season,2016,FNC,red,0,81,Gamsu,Trundle,Spirit,RekSai,Febiven,Viktor,Rekkles,Ezreal,Nami,YellOwStaR,'Bard', 'Vladimir', 'Braum',,
5982,c9d0657a1c405c22,LCK,Summer_Season,2016,ROX,blue,1,35,Smeb,Shen,Peanut,Nidalee,Kuro,Karma,PraY,Ezreal,GorillA,Braum,'Leblanc', 'TwistedFate', 'Hecarim',,
5983,c9d0657a1c405c22,LCK,Summer_Season,2016,AFs,red,0,35,ikssu,Poppy,LirA,RekSai,Mickey,Vladimir,Sangyoon,Lucian,Trundle,SnowFlower,'Ashe', 'Elise', 'Viktor',,
5985,c9d8c394781228a1,Europe,Spring_Season,2017,VIT,blue,0,28,Cabochard,Nautilus,Djoko,Rengar,Nukeduck,Taliyah,Steeelback,Jhin,Hachani,Malzahar,'Ryze', 'Rumble', 'Shen', 'Ashe', 'Varus'
5984,c9d8c394781228a1,Europe,Spring_Season,2017,UOL,red,1,28,Vizicsacsi,Poppy,Xerxe,Ivern,Exileh,Kassadin,Samux,Caitlyn,Lulu,Hylissang,'Leblanc', 'Syndra', 'Camille', 'Maokai', 'Jayce'
5987,c9e811b648e8f5e5,LCK,Summer_Season,2015,LZ,blue,1,36,Apple,Rumble,TusiN,Gragas,Frozen,Varus,Roar,Vayne,IgNar,Thresh,'Hecarim', 'Ryze', 'Evelynn',,
5986,c9e811b648e8f5e5,LCK,Summer_Season,2015,kt,red,0,36,Ssumday,Maokai,Score,Sejuani,Nagne,Cassiopeia,Arrow,Kalista,Alistar,Fixer,'Viktor', 'Leblanc', 'RekSai',,
5989,c9fb0decc109bf86,Season_World_Championship,International,2015,TSM,blue,1,36,Dyrus,Darius,Santorin,Gragas,Bjergsen,TwistedFate,WildTurtle,Mordekaiser,Lustboy,Thresh,'LeeSin', 'RekSai', 'KogMaw',,
5988,c9fb0decc109bf86,Season_World_Championship,International,2015,LGD,red,0,36,Acorn,Lulu,TBQ,Nunu,GODV,Diana,imp,Kalista,Brand,Pyl,'Azir', 'Gangplank', 'Elise',,
5990,c9fba5a1d680a603,North_America,Summer_Playoffs,2016,CLG,blue,0,51,Darshan,Shen,Xmithie,RekSai,Huhi,Kassadin,Stixxay,Jhin,aphromoo,Braum,'Rumble', 'TahmKench', 'Sivir',,
5991,c9fba5a1d680a603,North_America,Summer_Playoffs,2016,IMT,red,1,51,Huni,Ekko,Reignover,Gragas,Pobelter,Vladimir,WildTurtle,Ezreal,Karma,Adrian,'Bard', 'Gangplank', 'Gnar',,
5993,c9ffea38454dc234,LCK,Summer_Season,2015,CJE,blue,0,41,Shy,Fizz,Ambition,RekSai,Coco,Leblanc,Space,Vayne,MadLife,Nautilus,'Rumble', 'Gragas', 'Sivir',,
5992,c9ffea38454dc234,LCK,Summer_Season,2015,JAG,red,1,41,TrAce,Maokai,Chaser,Nidalee,GBM,Viktor,Cpt Jack,Lucian,Janna,Chei,'Alistar', 'Kalista', 'Hecarim',,
5995,ca08d521c6d58a71,Season_World_Championship,International,2014,DP,blue,0,41,fabFabulous,Maokai,Crystal,LeeSin,Naru,Syndra,HolyPhoenix,Tristana,Touch,Nami,'Twitch', 'TwistedFate', 'Zed',,
5994,ca08d521c6d58a71,Season_World_Championship,International,2014,AHQ,red,1,41,Prydz,Nidalee,NAZ,Khazix,westdoor,Fizz,GarnetDevil,Lucian,Thresh,GreenTea,'Alistar', 'Ryze', 'Zilean',,
